Time,Frequency
7.911487,23668.639
7.911656,28880.866
7.911786,26755.853
7.911913,31128.405
7.912042,31250.000
7.912170,31128.405
7.912256,37383.178
7.912408,33613.445
7.912538,28368.794
7.912754,23121.387
7.912907,21680.217
7.913016,30534.351
7.913212,26229.508
7.913321,26229.508
7.913410,40404.040
7.913519,40404.040
7.913672,30534.351
7.913759,33333.333
7.913846,45977.011
7.914001,33057.851
7.914132,27972.028
7.914219,36697.248
7.914308,45454.545
7.914421,39603.960
7.914530,36036.036
7.914616,41025.641
7.914772,33057.851
7.914884,29850.746
7.914972,40000.000
7.915083,40201.005
7.915195,35874.439
7.915328,32653.061
7.915417,36036.036
7.915504,45454.545
7.915594,45197.740
7.915755,31872.510
7.915841,32388.664
7.915929,45977.011
7.916017,45454.545
7.916108,44692.737
7.916285,29850.746
7.916420,25641.026
7.916601,25316.456
7.916691,29520.295
7.917342,10796.221
7.917591,8888.889
7.917701,22284.123
7.917995,19801.980
7.918851,6956.522
7.919030,7729.469
7.919117,30075.188
8.010448,26845.638
8.010549,33195.021
8.010732,28169.014
8.010813,30303.030
8.010895,49079.755
8.010997,43478.261
8.011079,43478.261
8.011161,48780.488
8.011244,48484.848
8.011328,47904.192
8.011411,47904.192
8.011494,48192.771
8.011578,47904.192
8.011661,47904.192
8.011745,47904.192
8.011830,47337.278
8.011915,47058.824
8.012000,47058.824
8.012085,47058.824
8.012170,47058.824
8.012255,47058.824
8.012340,47058.824
8.012426,46783.626
8.012512,46511.628
8.012598,46511.628
8.012684,46511.628
8.012770,46511.628
8.012856,46511.628
8.012943,46242.775
8.013030,45977.011
8.013117,45977.011
8.013204,45977.011
8.013291,45977.011
8.013379,45714.286
8.013466,45714.286
8.013553,45977.011
8.013640,45977.011
8.013727,45977.011
8.013815,45714.286
8.013902,45714.286
8.013990,45714.286
8.014077,45714.286
8.014166,45454.545
8.014253,45454.545
8.014343,45197.740
8.014431,44943.820
8.014518,45714.286
8.014607,45454.545
8.014696,44943.820
8.014784,45197.740
8.014873,45197.740
8.014960,45454.545
8.015050,45197.740
8.015138,44943.820
8.015228,44943.820
8.015316,44943.820
8.015405,45197.740
8.015494,44943.820
8.015584,44692.737
8.015672,44943.820
8.015761,45197.740
8.015850,44943.820
8.015939,44943.820
8.016029,44692.737
8.016118,44692.737
8.016208,44692.737
8.016297,44692.737
8.016386,44943.820
8.016527,34782.609
8.016612,35398.230
8.016702,45714.286
8.016790,44943.820
8.016879,45197.740
8.016972,43956.044
8.017062,43715.847
8.017151,44692.737
8.017241,44692.737
8.017331,44444.444
8.017420,44692.737
8.017511,44444.444
8.017601,44198.895
8.017691,44444.444
8.017829,35087.719
8.017919,35087.719
8.018008,44692.737
8.018099,44444.444
8.018189,44198.895
8.018278,44692.737
8.018394,39024.390
8.018484,38834.951
8.018575,44198.895
8.018664,44444.444
8.018754,44692.737
8.019006,23391.813
8.019097,23323.615
8.019187,44198.895
8.019276,44692.737
8.019366,44692.737
8.019525,32128.514
8.019613,32388.664
8.019751,35398.230
8.111442,27491.409
8.111528,41884.817
8.111629,42780.749
8.111779,31872.510
8.111905,28985.507
8.112012,34334.764
8.112118,37558.685
8.112201,42328.042
8.112308,42105.263
8.112501,26666.667
8.112587,28673.835
8.112676,45714.286
8.112758,46783.626
8.112843,47904.192
8.112930,46511.628
8.113060,36866.359
8.113145,37209.302
8.113254,41237.113
8.113382,33755.274
8.113493,33472.803
8.113577,41025.641
8.113751,31007.752
8.113949,21505.376
8.114127,21276.596
8.114211,30534.351
8.114297,47058.824
8.114409,40404.040
8.114494,40609.137
8.114581,46511.628
8.114671,45197.740
8.114781,40000.000
8.114870,40201.005
8.114977,40816.327
8.115065,41025.641
8.115155,44943.820
8.115334,29739.777
8.115418,30418.251
8.115507,46242.775
8.115593,45714.286
8.115775,29850.746
8.115885,27397.260
8.116039,30303.030
8.116194,25889.968
8.116549,15686.275
8.116634,18181.818
8.116745,40816.327
8.117035,19950.125
8.117459,11204.482
8.212332,13093.290
8.212528,20408.163
8.212882,14545.455
8.213300,10362.694
8.213520,12539.185
8.213800,16000.000
8.214745,6530.612
